,5,5,,,5,,5,,,5,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
,,1,,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,,,1,,1,1,,,,,1,1,1,,1,,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,,1,,1,,1,1,1,,1,1,1,1,1,,1,1,,,,,,,,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,,1,1,1,,1,,1,1,1,,1,1,1,,1,,,,1,,,1,1,1,1,1,,,1,,1,,1,1,1,,,1,,,,,1,1,1,1,,1,,,1,1,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,,,,1,1,1,,,,,1,1,1,1,1,,1,,1,1,,1,,1,1,1,1,1,1,,1,1,,,1,1,1,1,1,,1,1,,1,,1,,1,1,1,1,,,,,1,,1,,,,1,1,1,,1,,,1,1,,32
,,4,,,4,4,,,,4,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
,5,5,,,5,5,5,,,,,5,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
,,4,,,4,4,4,,,4,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
,,3,,,3,3,3,,3,3,,3,3,3,3,,,3,,,,,,,,,,,,,,3,3,,,,,,,,3,,,,,,,,,,,,,3,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,49
,5,5,,,5,5,5,,,5,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
,2,2,,2,2,2,2,2,,,,2,2,2,2,2,2,2,,,,,2,2,,2,,2,,,,2,,,,,2,,,,2,,,,2,,2,2,,,2,,2,2,,2,,2,,2,2,,,2,,,,,,2,,,,,,,,,,,2,,,,2,2,2,,,2,,,,,,2,,,2,2,,,,,2,,2,,,,,2,2,,,,2,,,,2,,,,,,,,2,,2,,,,,,,,2,,,,,2,,,,,2,2,,,,2,,,,2,,,,2,,2,,,,2,2,,,,2,,2,,,,2,,2,2,,,,2,2,,,,,,2,,,,,,,2,,,2,,2,,,,,2,,2,,2,,,,,2,,,,,,,,2,,2,2,,,,2,,,2,,2,,,,,,,,,,,,,2,,,,,,2,2,52
,,2,,2,2,2,2,2,2,,,2,2,2,2,2,2,2,,,,,2,2,,2,,,,,,2,2,,,,,,,,2,,,,2,,,2,,,2,2,2,2,,2,,2,,2,2,,,2,,,,,,,,,,,,,,,,,2,,2,,2,2,2,,,,,,,,,2,,,2,2,,,,,,,2,,,,,,2,,,,2,,,,2,,,,,,,,2,,2,,,,,,,,2,,,,,2,,,,,2,2,,,,2,,,,,,,,2,,2,,,,2,,,,,2,,2,,,2,2,,2,,,2,,2,2,,,,,,2,,,,,,,2,,,2,,2,,,,,2,2,2,,2,2,,,,2,,,,,,,,2,,2,2,,,,2,,,2,,2,,,,,2,,,,,,,,2,,,,,,2,,57
,6,6,,,6,6,6,,,6,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
,,3,,,3,3,3,3,3,3,,3,3,3,3,,,3,,,,,,3,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,78
,,4,,,4,4,4,,,4,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
,6,6,,,6,6,6,,,6,,6,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95
,2,2,,2,2,2,,2,,,,2,,2,2,2,2,,,,,,2,2,,2,,2,,,,2,2,,,,2,,,,2,,,,2,,,,,,2,,2,2,,2,,2,,2,2,,,2,2,,,,,,,,,,,,,,,,2,,2,,2,2,2,,,,,,,,,,,,2,,,,,,,,2,,,,,2,2,,,,2,2,,,2,,,,,,,,2,,2,2,,,,,,,2,,,,,2,,,,,2,2,2,,,,,,,,,,,2,,2,,,,,,,,,2,,2,,,2,2,,2,2,,2,,2,2,,,,,,2,,,,,,,2,,,2,,2,,,,,,2,2,,,,,,,2,,,,,,,,2,,2,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,2,2,112
,5,5,,,5,5,5,,,5,,5,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114
,6,6,,,6,6,6,,,6,,6,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120
,2,2,,2,2,2,2,2,2,,,2,2,2,,2,2,2,,,,,2,2,,,,2,,,,2,,,,,,,2,,2,,,2,2,,,,,,2,2,2,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,2,,2,,,2,2,,,,,2,,,,2,,,2,2,,,,,2,,2,2,,,,2,2,,,,2,2,,,,,,,,,,,,,2,2,,,,,,,2,,,,,2,,,,,2,2,2,2,,2,,,,,,,,2,,2,,,,2,,,,,2,,2,,,2,2,,2,2,,,,,2,,,,,,2,,,,,,,2,,2,2,,2,,,,,2,2,2,,2,2,,,,2,,,,,,,,2,,2,2,,,,2,,,2,,2,,,,,2,,,,,,,,2,,,,,,2,2,122
,,5,,,5,5,5,,,5,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124
,6,6,,,6,6,6,,,6,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142
,,3,,,3,3,3,,3,3,,3,3,3,3,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,145
,5,5,,,5,5,5,,,5,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148
,1,1,,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,,,1,1,1,,1,,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,,1,,1,,1,1,1,,,1,1,1,1,,1,1,,,1,,,,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,,1,1,1,1,,1,1,1,,1,1,,,1,,,1,1,1,1,1,,,1,,1,,1,1,1,,,1,,,,1,1,1,,1,,1,,,1,1,,,1,1,1,1,1,1,1,1,1,1,,1,,1,,,1,,1,1,1,1,1,1,,1,1,1,,,,1,1,1,,,,,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,,1,,1,1,,,1,1,1,,1,,1,1,,1,,1,,1,1,1,1,,,,,1,,1,,,,1,1,1,,1,,,,1,1,155
,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,,,1,,1,1,,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,,,1,1,1,1,,1,,,,1,,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,,,1,,,1,1,1,1,1,,,1,,,1,1,1,1,,,1,,,,,1,1,1,1,,1,,,1,1,1,1,1,1,1,1,,1,,1,1,,,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,,,,1,1,1,,,,,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,,1,,1,1,,,1,1,1,1,1,,1,1,,1,1,1,,1,1,,1,,,,1,1,,1,,,,1,1,1,,1,,,,1,,156
,6,6,,,6,6,6,,,6,,6,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164
,,7,,,7,7,7,,7,7,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211
,3,3,,,,3,,,3,3,,3,3,3,3,,3,,,,,,,,,,,,,,,3,3,,,,,,,,3,,,,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,220
,,,,,,3,3,,3,,,3,,3,3,,,,,,,,,,,,,,,,,3,3,,,,,,,,3,,,,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,244
,5,5,,,5,5,5,,,5,,5,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247
,3,3,,,3,3,3,3,3,3,,3,3,3,3,,,3,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,248
,2,2,,2,2,2,2,2,2,,,2,2,2,2,2,2,2,,,,,2,2,,2,,2,,,,2,,,,,2,,,,2,,,,2,,,2,,,2,,2,2,,2,,2,,2,2,,,2,,,,,,2,,,,,,,,,,,2,,2,,,2,2,,,,,2,,,,2,,,2,2,,,,,2,,2,,,,,2,2,,,,2,,2,,,,,,,,,,2,,2,,,,,,,,2,,,,,2,,,,,2,2,,,,2,,,,,,,2,2,,2,,,,,2,,,,2,,2,,,,2,,,2,,2,,2,2,,,,,,2,2,,,,,,2,,,2,,2,,,,,2,2,2,2,2,,,,,2,,,,,2,,,2,,2,2,,,,,,,,,2,,,,,2,,,,,,,,2,,,,,,2,2,256
,,4,,,4,4,,,,4,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278
,5,5,,,5,5,5,,,5,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283
,1,1,,1,1,1,,1,1,,,1,1,1,1,1,1,1,,,,,1,,1,1,,,,,,1,1,,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,,,1,1,1,1,,1,,,,,1,,,,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,1,1,1,1,1,1,1,,1,1,1,,1,1,,,1,,,1,1,1,1,,,,1,,1,1,1,,1,,,1,,,,,1,1,,1,,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,,1,,1,,,,1,1,1,1,1,,1,1,,1,,1,,1,1,,1,,,,,1,,,,,,1,1,1,,1,,,,1,1,288
,6,6,,,6,6,6,,,6,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297
